8319,6031,45,0.51062256,-0.014959112,0.003287375
8325,6044,45,0.5125955,-0.013638325,0.0021470785
8328,6051,45,0.5139506,-0.012460343,0.0012105405
8334,6064,45,0.5126654,-0.012518231,0.0013944358
8340,6077,45,0.51363015,-0.012086403,1.01044774E-4
8343,6084,45,0.51272213,-0.011172572,0.0020376146
8349,6096,45,0.51208836,-0.011135486,0.0027340204
8355,6109,45,0.511449,-0.01004337,0.0023942292
8358,6115,45,0.5139221,-0.009995553,-0.0011876523
8364,6127,45,0.51331383,-0.008816511,7.714331E-5
8370,6140,45,0.5098207,-0.008208197,0.0013607591
8373,6146,46,0.5104934,-0.0074174474,0.0028933734
8379,6158,46,0.5090217,-0.007032699,3.3444166E-4
8385,6169,46,0.51149786,-0.0083094,9.329319E-4
8391,6181,46,0.50943255,-0.009209867,0.0031689107
8397,6193,46,0.50618005,-0.009592265,0.0017820746
8403,6204,46,0.50597227,-0.008245723,8.408427E-4
8406,6210,46,0.5086893,-0.0074033765,-0.0010596365
8412,6221,46,0.5054072,-0.004998535,-9.975284E-4
8415,6227,46,0.50394404,-0.004554093,-0.001021266
8421,6238,46,0.5021101,-0.0020942239,-0.0011716187
8427,6250,46,0.50000113,-0.0012714355,-0.0033260137
8430,6255,47,0.50208634,-6.756857E-4,-0.0028103292
8436,6266,47,0.49780858,4.6959613E-4,-0.002854988
8442,6278,47,0.49511132,0.0023482353,-0.0012658685
8445,6283,47,0.49502456,0.0028264276,-0.0010575503
8451,6295,47,0.490676,0.004839884,-0.00400804
8457,6306,47,0.48976555,0.00625072,-0.004972011
8460,6311,47,0.4885375,0.0063879373,-0.0037495047
8466,6323,47,0.48765495,0.0073853396,-0.0044478476
8472,6334,47,0.48434263,0.0076819644,0.0018921345
8478,6345,47,0.48540473,0.006746675,0.0022403449
8481,6351,47,0.48372558,0.005082906,0.0029860586
8487,6362,48,0.48118275,0.0029853433,0.0024121553
8493,6373,48,0.48041824,5.4405024E-4,0.0028512627
8496,6378,48,0.47719586,1.5178695E-5,0.0023570806
8502,6389,48,0.47448534,-6.766757E-5,0.0039775223
8508,6401,48,0.47520876,6.0874457E-4,0.0035769641
8511,6406,48,0.47094736,0.0012109149,0.0035944134
8517,6417,48,0.47216013,0.0014063632,0.0051918775
8523,6428,48,0.4692639,0.0019219192,0.0046964735
8532,6445,48,0.46433568,0.0017275545,0.004722029
8538,6456,48,0.4634652,0.0010835761,0.0042883605
8541,6462,48,0.46151027,0.0012160861,0.0058785975
8547,6473,49,0.4586052,0.0010369183,0.0037665516
8553,6484,49,0.45528764,7.7811396E-4,0.0045426786
8556,6490,49,0.45207998,8.497387E-6,0.004093617
8562,6502,49,0.44954473,-0.0011855196,0.0022512674
8568,6467,49,0.44643524,-0.0027951018,0.0039670467
8571,6449,49,0.38008723,-0.012707848,6.520003E-4
8577,6415,49,0.083165884,-0.04456733,0.0032200348
8583,6380,49,-0.1881648,-0.057884667,3.4745783E-4
8586,6363,49,-0.21567199,-0.049780104,-0.0014622286
8592,6329,49,-0.13640994,-0.03317259,-0.0019188076
8598,6295,49,-0.011599468,-0.03358236,-0.0033633832
8601,6278,49,0.025467042,-0.040780578,-0.0035069194
8607,6245,49,0.035600916,-0.056692265,-0.0030393302
8613,6211,49,-2.4302967E-4,-0.063217394,-0.004075656
8619,6178,49,-0.03444449,-0.059067566,-0.0037770802
8622,6162,49,-0.042558085,-0.054332983,-0.008453949
8628,6129,49,-0.03515704,-0.045704626,-0.00784135
8634,6096,49,-0.020941334,-0.040639073,-0.009638511
8637,6080,49,-0.018318836,-0.039398376,-0.011447155
8643,6047,49,-0.017080143,-0.039618716,-0.005057455
8649,6015,49,-0.022101965,-0.041498855,-0.004835643
8652,5999,49,-0.019193692,-0.04248142,-0.0063975765
8658,5967,49,-0.02672312,-0.043883048,-0.005846197
8664,5936,49,-0.025645383,-0.043930855,-0.00410462
8670,5904,49,-0.025773695,-0.04286052,-0.004778359
8673,5888,49,-0.026494442,-0.0420892,-0.0047039576
8679,5857,49,-0.024991628,-0.03922351,-0.0045099673
8685,5826,49,-0.023787279,-0.035808485,-6.881887E-4
8691,5795,49,-0.025355566,-0.033155948,-0.0015834598
8697,5765,49,-0.02799064,-0.031430334,-0.0013557207
8700,5750,49,-0.025386903,-0.030165806,-4.99798E-4
8706,5719,49,-0.027202375,-0.027478386,3.1633116E-4
8712,5689,49,-0.027158532,-0.023512175,0.0025182539
8715,5674,49,-0.023615865,-0.021573408,5.9560966E-4
8724,5629,49,-0.026385494,-0.013634709,0.0017052526
8730,5600,49,-0.03010844,-0.007449442,0.002187185
8733,5585,49,-0.024508724,-0.0047762296,0.0028056414
8739,5555,49,-0.028668106,2.2558626E-4,0.0032611964
8745,5526,49,-0.026935495,0.0036349862,0.004403735
8748,5512,49,-0.02839242,0.0054624476,0.0051269927
8754,5483,49,-0.025743192,0.006892434,0.0034421128
8760,5454,49,-0.02433908,0.008500555,0.0021349196
8763,5440,49,-0.029740933,0.009095233,0.0021927943
8769,5411,49,-0.03150075,0.010670132,0.0032222462
8775,5383,49,-0.030633286,0.01176949,0.001790965
8778,5369,49,-0.02840861,0.012212198,0.0040405407
8784,5341,49,-0.027931858,0.013240456,0.004115804
8790,5313,49,-0.027968664,0.014367994,0.001608667
8793,5299,49,-0.02795618,0.014670442,0.0035323245
8799,5272,49,-0.03023066,0.0149429785,0.0025163665
8805,5244,49,-0.028134475,0.015492068,0.0020159348
8808,5231,49,-0.0288559,0.01600219,-0.0010080542
8814,5203,49,-0.029762322,0.018146453,0.0013401629
8820,5176,49,-0.02846266,0.018849684,0.002016983
8826,4648,49,-0.027622676,0.01603547,8.5569546E-4
8829,4611,49,-0.028671142,0.014093065,6.526951E-4
8835,4527,49,0.53324574,0.07088639,0.0010746568
8841,4439,49,0.53632265,0.049954824,-0.0013528764
8844,4395,49,0.540323,0.050983004,-2.616793E-4
8850,4304,49,0.56129706,0.060120475,-0.0021464527
8856,4212,49,0.5847148,0.07028461,-0.0026631504
8859,4165,49,0.59234416,0.07330134,-0.0025226772
8865,4073,49,0.60355556,0.077200696,-0.0028445125
8871,3981,49,0.5996516,0.076923646,-0.0015696585
8874,3968,50,0.595531,0.075963706,-0.0013781637
8880,3946,50,0.56803495,0.07085943,-2.8416514E-4
8886,3928,50,0.54066145,0.06251906,-1.4229119E-4
8892,3915,50,0.5148314,0.05722969,-0.0013808161
8895,3909,50,0.502037,0.054085784,-7.003844E-4
8901,3901,50,0.4724819,0.047222547,0.0013772398
8907,3896,50,0.4451252,0.038792573,0.0018707216
8910,3895,50,0.43228897,0.0364275,9.315014E-4
8916,3894,50,0.40730557,0.029889226,0.003893748
8922,3896,50,0.39168534,0.026015114,0.002136752
8925,3897,50,0.3822553,0.02385434,0.0052481294
8931,3901,50,0.37261793,0.02025241,0.0021643639
8937,3906,51,0.36398017,0.018592743,0.003457822
8943,3911,51,0.36352924,0.017579716,0.002642274
8946,3913,51,0.3625507,0.0183861,0.004413672
8952,3918,51,0.3595244,0.018986614,0.0037629902
8958,3924,51,0.3582885,0.020334039,0.0014468357
8961,3927,51,0.3574463,0.021269847,0.003478609
8967,3932,51,0.3608452,0.022998659,0.0029839873
8973,3937,51,0.36111304,0.025340466,0.0032854006
8976,3939,51,0.36189282,0.026892358,0.0015093386
8982,3945,51,0.3589888,0.028764086,0.0026903525
8988,3951,51,0.3573337,0.027122058,8.446947E-4
8994,3956,51,0.35513455,0.024225404,0.0013801605
8997,3959,51,0.35645562,0.02353714,0.0031801611
9003,3966,51,0.34993544,0.0220917,0.0012538955
9009,3972,51,0.35376203,0.020421155,-6.112009E-4
9012,3975,51,0.35108486,0.021014214,-5.293116E-4
9018,3981,52,0.35217083,0.019943522,-0.00211481
9024,3987,52,0.35288787,0.019362984,-0.0017839968
9027,3990,52,0.3540175,0.018702924,-7.445663E-4
9033,3996,52,0.34886348,0.017009519,-0.0018277317
9039,4002,52,0.35190412,0.015059572,-0.0025724322
9045,4008,52,0.3507669,0.012400362,-0.0035954341
9048,4011,52,0.34864256,0.011402696,-0.002426669
9054,4018,52,0.34952366,0.009406782,-0.0022833943
9060,4024,52,0.34627885,0.0066958996,-0.0011174902
9063,4027,52,0.34921584,0.0046879686,-6.927252E-4
9069,4034,52,0.3480289,0.0019398422,-0.0010359436
9075,4040,52,0.3475783,-5.7350844E-4,-0.0014553517
9078,4044,52,0.34845102,-0.001879582,-0.003497988
9084,4050,52,0.34686297,-0.0045360285,-7.48463E-4
9090,4057,52,0.34939003,-0.007691047,-0.002181992
9096,4063,53,0.3470453,-0.010212494,-0.002198249
9099,4067,53,0.3450625,-0.01166804,-0.0024577007
9105,4073,53,0.34893414,-0.014199121,-6.0442835E-4
9111,4080,53,0.3468827,-0.016378373,-0.001394093
9117,4086,53,0.34815583,-0.018347472,-0.0022187978
9120,4090,53,0.3452564,-0.018978674,-0.0020702705
9126,4096,53,0.34455517,-0.020478543,0.0015197694
9132,4103,53,0.3500344,-0.021892168,-2.8461218E-5
9135,4106,53,0.3467941,-0.022375153,-0.0011209324
9141,4112,53,0.34800774,-0.023191597,-0.0011216253
9147,4118,53,0.3488614,-0.024200516,-0.0013310686
9153,4125,53,0.35231698,-0.025187152,5.1148236E-4
9156,4128,53,0.3512486,-0.025606295,-0.0015258566
9162,4134,53,0.34941342,-0.026812874,-9.5553696E-4
9168,4140,53,0.35291734,-0.027458636,-0.0017733946
9171,4143,53,0.35205713,-0.027616428,7.669255E-4
9177,4149,54,0.35055313,-0.027692748,-5.104542E-4
9183,4155,54,0.3572294,-0.02744378,-0.0015818924
9186,4158,54,0.3543952,-0.027069187,-0.0021703243
9192,4163,54,0.35500523,-0.026843302,-0.002927579
9198,4169,54,0.3572224,-0.026256211,1.950413E-4
9204,4175,54,0.3555719,-0.026212625,-9.216815E-4
9207,4178,54,0.3573059,-0.025501225,-0.0023741499
9213,4183,54,0.35611123,-0.024817677,-0.0015112832
9219,4189,54,0.3596465,-0.023371818,-0.0023565367
9222,4191,54,0.35927752,-0.022976963,-0.0016049966
9228,4197,54,0.35880566,-0.021094054,-3.2490492E-4
9234,4202,54,0.36107647,-0.019657008,-5.761832E-4
9237,4205,54,0.35743824,-0.018753273,-0.0027992725
9243,4210,54,0.35981315,-0.016778909,-0.00404574
9249,4215,54,0.36008412,-0.014528671,-0.0038167164
9255,4221,55,0.35948312,-0.013014937,-0.002868861
9258,4223,55,0.35972747,-0.011677652,-6.3106418E-6
9264,4229,55,0.35932916,-0.00926578,-0.0016901642
9270,4234,55,0.36144528,-0.0064720977,7.811859E-4
9273,4237,55,0.36299923,-0.004926822,-2.5179237E-4
9279,4242,55,0.36311373,-0.0028032758,-0.001508534
9285,4247,55,0.36140642,-1.8411048E-4,-0.0027196482
9291,4252,55,0.3617251,0.0020678767,-0.0011175796
9294,4255,55,0.36026672,0.0025456375,3.169924E-4
9300,4260,55,0.36077777,0.0041925744,0.0011656731
9306,4266,55,0.363116,0.005688661,6.2898546E-4
9309,4268,55,0.36096522,0.0064775706,-4.4885278E-4
9315,4274,55,0.36050794,0.0068756477,-0.0018176362
9321,4280,55,0.36040446,0.0073180418,1.5283376E-4
9324,4282,55,0.3591441,0.0071784668,-7.673651E-4
9330,4288,55,0.36039993,0.007917613,-1.392886E-4
9336,4294,56,0.3612817,0.008152369,3.3710152E-4
9342,4299,56,0.3584771,0.008259918,9.013936E-4
9345,4302,56,0.3594873,0.008169663,-8.0667436E-5
9351,4308,56,0.3574387,0.008155609,1.03868544E-4
9357,4314,56,0.36075965,0.007258075,-0.0011832267
9360,4317,56,0.3609205,0.00719546,4.066527E-5
9366,4323,56,0.35854915,0.006560316,2.0969659E-4
9372,4329,56,0.3590335,0.006441899,-6.036833E-4
9375,4332,56,0.35682914,0.0058655646,-2.731532E-4
9381,4338,56,0.36111617,0.005627269,6.570518E-4
9387,4343,56,0.35802546,0.005230177,-0.0014847368
9393,4349,56,0.35932922,0.0043936754,0.0015373155
9396,4352,56,0.35909674,0.0041274596,-9.4553083E-4
9402,4358,56,0.36031938,0.0035660304,-0.0012807027
9408,4364,56,0.35772356,0.0031202817,-3.463477E-4
9411,4367,56,0.35845146,0.0028566946,1.0148436E-4
9417,4373,57,0.360088,0.0027106213,0.0011886284
9423,4379,57,0.35915175,0.002368954,2.1202862E-4
9429,4385,57,0.360429,0.0019785562,-7.4476004E-5
9432,4388,57,0.35662958,0.0016756176,-7.25165E-4
9438,4394,57,0.3592068,0.0014526838,-3.4994632E-4
9444,4400,57,0.35827363,6.757239E-4,-7.726699E-4
9447,4403,57,0.3604762,5.939405E-4,-7.388517E-4
9453,4409,57,0.35952216,9.0129906E-5,-2.3176521E-4
9459,4415,57,0.36015776,-7.139533E-4,0.0011540055
9465,4421,57,0.35767972,-0.0018286696,-7.401481E-4
9468,4424,57,0.3567921,-0.0029519172,-5.9055537E-4
9474,4430,57,0.3593011,-0.0063161487,-0.0023171157
9480,4436,57,0.35831887,-0.008999465,-0.0015785918
9483,4439,57,0.35813928,-0.009807136,-0.0015806407
9489,4445,57,0.35929656,-0.011910192,-0.0017904416
9495,4451,58,0.36193892,-0.013283256,-0.0014086515
9501,4457,58,0.36003342,-0.0143898055,-0.002273135
9504,4460,58,0.35822326,-0.014421375,-0.002997987
9510,4466,58,0.3570812,-0.014923636,-0.0018099546
9516,4472,58,0.3585359,-0.0148456795,-0.0020948574
9519,4475,58,0.35889295,-0.014988613,-0.0012601987
9525,4481,58,0.36145428,-0.014372639,-0.0032754838
9531,4487,58,0.36159158,-0.014102944,-0.002476573
9537,4493,58,0.35968882,-0.014168493,-0.0024531633
9540,4496,58,0.36043978,-0.013994469,-6.6913664E-5
9546,4502,58,0.3612298,-0.0133952405,-0.002526641
9552,4508,58,0.36231086,-0.0102942,-0.0032847226
9555,4511,58,0.35860178,-0.008075212,-0.0031122044
9561,4517,58,0.36001298,0.0016594281,-0.0023977384
9567,4524,58,0.35871756,0.0072893575,-0.001967609
9570,4527,59,0.35917985,0.009108809,-8.901134E-4
9576,4533,59,0.35848433,0.01105922,4.272461E-4
9582,4539,59,0.36063588,0.011734303,0.001664482
9588,4545,59,0.3597663,0.011600403,0.0018437505
9591,4548,59,0.35964227,0.010905034,0.0028802156
9597,4555,59,0.35840508,0.010144849,0.0032866523
9603,4561,59,0.36115766,0.00950419,0.0039395615
9606,4564,59,0.3630827,0.008496593,0.004077658
9615,4574,59,0.35839194,0.004775424,0.0048558936
9618,4578,59,0.36010158,0.0034602918,0.0025564805
9624,4584,59,0.35982093,8.019594E-4,0.0035783947
9630,4591,59,0.36127597,-0.0013829574,0.0041385964
9633,4595,59,0.36272857,-0.0018086303,0.0043051913
9639,4601,59,0.36257702,-0.0034377528,7.9643726E-4
9642,4604,59,0.36394376,-0.0058885943,0.003650248
9648,4611,60,0.36645448,-0.015729308,0.001141265
9654,4617,60,0.36701074,-0.022807628,-8.217245E-5
9660,4623,60,0.3686685,-0.028058408,-0.0013621897
9663,4626,60,0.36917776,-0.02967394,-0.0043266043
9669,4632,60,0.37100202,-0.031457506,-0.002898939
9675,4638,60,0.37116787,-0.029147755,-0.0030437037
9678,4641,60,0.36910424,-0.027590498,-0.0028317347
9684,4647,60,0.37280038,-0.02484606,-0.0050017834
9690,4652,60,0.37182388,-0.02021569,-0.0053578243
9696,4657,60,0.37782505,-0.012130605,-0.005083464
9699,4659,60,0.3772751,-0.0064025954,-0.005079128
9705,4663,60,0.38416922,0.0014296426,-0.0039327145
9711,4668,60,0.38200334,0.006986982,-0.0026236922
9717,4673,60,0.38011223,0.009889604,-0.0017248541
9720,4675,60,0.37621146,0.010576608,-2.2998452E-4
9726,4680,61,0.37546563,0.010386247,-0.0014358312
9732,4685,61,0.3760536,0.006598482,-4.760921E-4
9735,4688,61,0.37337285,0.0048975823,-9.0429187E-4
9741,4693,61,0.37417185,0.0025247755,-0.0017602146
9747,4698,61,0.3737343,0.0040582158,6.7326427E-4
9753,4704,61,0.3735365,0.008347761,0.0017887503
9756,4706,61,0.37201208,0.00979237,1.5825033E-4
9762,4712,61,0.37213674,0.012472799,0.0020468459
9768,4718,61,0.37214005,0.0143604865,0.0034577549
9771,4720,61,0.36896884,0.01794945,0.004539162
9777,4727,61,0.36387366,0.021074308,0.003980644
9783,4734,61,0.35911697,0.017405454,0.0058582947
9789,4741,61,0.360501,0.012477035,0.0037742034
9792,4744,61,0.3584222,0.009017105,0.0043926686
9798,4752,61,0.3542434,-9.75215E-4,0.0023967996
9804,4759,62,0.35665473,-0.0058900714,0.002246976
9807,4762,62,0.35716626,-0.008613576,0.0043349043
9813,4768,62,0.36053765,-0.009080588,0.0035317168
9819,4775,62,0.3609507,-0.005799938,0.0025627762
9822,4778,62,0.3627069,-0.0043056356,0.00258179
9828,4784,62,0.36242482,-0.0019302808,0.0018096268
9834,4790,62,0.36280146,6.677576E-4,-1.3806671E-4
9840,4796,62,0.36250207,0.0028316607,0.001025334
9843,4800,62,0.36237088,0.0039338884,0.0026427135
9849,4806,62,0.36090714,0.005527868,-0.0011673793
9855,4812,62,0.36068782,0.00282226,-4.2950362E-4
9858,4815,62,0.36012405,-6.906199E-5,8.587539E-4
9864,4822,62,0.35805097,-0.011019277,-7.131621E-4
9870,4829,62,0.35695216,-0.020394584,-0.0012324825
9876,4836,62,0.3559313,-0.027735198,-0.0015854463
9879,4839,63,0.35895476,-0.027117997,-7.899329E-4
9885,4845,63,0.36296016,-0.024620205,-5.433336E-4
9891,4851,63,0.36397392,-0.020903846,-1.4377385E-4
9894,4854,63,0.3621474,-0.019582001,-0.0018317625
9900,4860,63,0.36483777,-0.016843185,-0.0033696517
9906,4865,63,0.3689749,-0.0107539175,-3.3114105E-4
9912,4870,63,0.3676435,-0.0026249974,-1.4147162E-4
9915,4872,63,0.3683641,0.0011795221,7.5461715E-4
9921,4878,63,0.36759463,0.007829429,0.0026001409
9927,4883,63,0.36031842,0.010181026,0.0017209277
9930,4886,63,0.35896665,0.012380922,0.0028585494
9936,4893,63,0.35998338,0.019277327,0.001406394
9942,4898,63,0.35841903,0.02515032,0.0019238591
9948,4904,63,0.36499852,0.027359512,0.002530098
9951,4907,63,0.3627086,0.023097903,-0.0015133321
9957,4912,64,0.36473644,0.0031281398,-0.0023678094
9963,4918,64,0.36894837,-0.023813434,-0.0026450604
9966,4920,64,0.3676272,-0.037452158,-0.0039966702
9972,4925,64,0.37271434,-0.054053135,-0.005075738
9978,4930,64,0.3733558,-0.050135568,-0.0040301755
9981,4932,64,0.37267336,-0.041739177,-0.003621079
9987,4938,64,0.36760092,-0.03068951,-0.0018527508
9993,4944,64,0.36496267,-0.0212693,8.472949E-4
9999,4950,64,0.36384237,-0.016218238,5.485192E-4
10002,4953,64,0.36235577,-0.01423434,-8.168295E-4
10008,4959,64,0.36398178,-0.010189154,2.5178492E-4
10014,4964,64,0.36166874,1.8102652E-4,0.0035946965
10017,4967,64,0.36184013,0.007406842,0.0071307197
10023,4973,64,0.3611904,0.020834157,0.008603133
10029,4978,64,0.36368895,0.032167595,0.0076488703
10035,4983,65,0.36686677,0.038368322,0.008725621
10038,4986,65,0.3661499,0.034585685,0.009458616
10044,4991,65,0.36895955,0.018904764,0.005525112
10050,4996,65,0.3664557,-0.003125994,0.0050612316
10053,4998,65,0.36872756,-0.009598712,0.0031571165
10059,5002,65,0.37638393,-0.01338594,0.0018184036
10065,5005,65,0.37877405,0.0026490544,0.0019219667
10071,5009,65,0.38126016,0.020944111,2.5379658E-4
10074,5012,65,0.37621883,0.026869154,-4.9357116E-4
10080,5018,65,0.363378,0.025980443,-0.0045465752
10086,5027,65,0.34360728,0.010568274,-0.009511508
10089,5032,65,0.33387214,-7.207994E-5,-0.011102498
10095,5042,65,0.32529423,-0.019176591,-0.013855904
10101,5051,65,0.32756448,-0.031408224,-0.013511874
10107,5058,65,0.3441279,-0.03166754,-0.010416977
10110,5061,65,0.34611702,-0.025209853,-0.010249749
10116,5067,66,0.3552945,-0.012488393,-0.0072503984
10122,5072,66,0.36223942,-0.005269848,0.004994057
10128,5077,66,0.36395928,-0.00687412,-0.008679159
10131,5080,66,0.3611732,-0.00737577,-0.019283026
10137,5085,66,0.36315978,-0.0054950626,-0.040050685
10143,5089,66,0.36833096,0.015401581,-0.06351834
10146,5091,66,0.36796066,0.025074922,-0.07488185
10152,5095,66,0.3712735,0.035502717,-0.10189286
10158,5099,66,0.37261036,0.035817776,-0.12108429
10164,5106,66,0.35132527,0.017080601,-0.14738795
10167,5109,66,0.34002355,0.004835514,-0.15968096
10173,5118,66,0.33030903,-0.015955625,-0.18085541
10179,5127,66,0.3240932,-0.03505676,-0.20238134
10182,5131,66,0.3231065,-0.04115733,-0.21258745
10188,5138,66,0.33219182,-0.051563904,-0.2274493
10194,5144,67,0.34348354,-0.05694633,-0.24248537
10200,5149,67,0.35029554,-0.057281144,-0.25179207
10203,5151,67,0.34722182,-0.056633882,-0.2654794
10209,5156,67,0.3502972,-0.051455356,-0.28617913
10215,5161,67,0.34987253,-0.043245118,-0.31020606
10218,5163,67,0.34419325,-0.035742376,-0.32992744
10224,5168,67,0.33792642,-0.012869317,-0.35346463
10230,5172,67,0.33840108,0.0027358178,-0.37607193
10236,5177,67,0.3349985,0.014342966,-0.3960089
10239,5180,67,0.32834172,0.017834486,-0.40525526
10245,5186,67,0.32261035,0.020345852,-0.42078507
10251,5192,67,0.3180584,0.011611166,-0.4325266
10257,5198,67,0.31198704,0.0050677233,-0.4479847
10260,5200,67,0.3210261,0.007196661,-0.4585371
10266,5204,67,0.32768092,0.019027874,-0.4731428
10272,5209,67,0.32414833,0.028676286,-0.49018848
10275,5211,67,0.32210505,0.029809441,-0.49486995
10281,5218,68,0.30558163,0.025204029,-0.5115066
10287,5225,68,0.2967736,0.0152313635,-0.5260695
10293,5232,68,0.29396653,0.01391357,-0.5449666
10296,5235,68,0.29103202,0.013042139,-0.55323124
10302,5242,68,0.28704238,0.009955365,-0.5833157
10308,5250,68,0.27942294,0.004817609,-0.5735564
10314,5258,68,0.27948147,5.357652E-4,-0.5546379
10317,5263,68,0.2827378,-0.004339012,-0.54107094
10323,5272,68,0.2923984,-0.013417003,-0.5120126
10329,5280,68,0.30349943,-0.013200542,-0.4760256
10335,5287,68,0.31584877,-0.008174514,-0.42779338
